"campaignid","sample","latitude","longitude","date","time","location","site","depth","observer","successful.count","successful.length","raw.hdd.number","con.hdd.number","commonwealth.zone","state.zone","status"
"2014-12_Geographe.Bay_stereoBRUVs","103",-33.4581,115.4547,"2014-12-11","13:12:00","Geographe Bay","Geographe Bay","18.4","Hayley","Yes","Yes",NA,"1","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","104",-33.4597,115.2451,"2014-12-09","10:04:00","Geographe Bay","Geographe Bay","33.3","Molly","Yes","No",NA,"1","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","107",-33.5833,115.1881,"2014-12-09","09:25:00","Geographe Bay","Geographe Bay","29.3","Molly","Yes","No",NA,"1","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","108",-33.4691,115.1677,"2014-12-11","06:47:00","Geographe Bay","Geographe Bay","34","Logan","Yes","Yes",NA,"4","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","111",-33.5369,115.3219,"2014-12-12","10:55:00","Geographe Bay","Geographe Bay","21.9","Logan","Yes","Yes",NA,"3","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","112",-33.4052,115.5224,"2014-12-11","12:35:00","Geographe Bay","Geographe Bay","14.8","Hayley","Yes","Yes",NA,"1","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","113",-33.3658,115.2779,"2014-12-10","13:45:00","Geographe Bay","Geographe Bay","36.6","Curtin","Yes","Yes",NA,"1L","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","114",-33.3984,115.1639,"2014-12-10","10:20:00","Geographe Bay","Geographe Bay","39.7","Curtin","Yes","No",NA,"1R","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","115",-33.4446,115.4065,"2014-12-13","10:46:00","Geographe Bay","Geographe Bay","25.2","Logan","Yes","Yes",NA,"3","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","116",-33.4982,115.2864,"2014-12-09","06:20:00","Geographe Bay","Geographe Bay","29.7","Hayley","Yes","Yes",NA,"1","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","119",-33.4388,115.5567,"2014-12-14","11:25:00","Geographe Bay","Geographe Bay","5.2","Curtin","Yes","No",NA,"3",NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","122",-33.5375,115.4021,"2014-12-13","05:48:00","Geographe Bay","Geographe Bay","13.3","Logan","Yes","Yes",NA,"4","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","135",-33.5019,115.4207,"2014-12-16","12:54:00","Geographe Bay","Geographe Bay","15.8","Logan","Yes","Yes",NA,"3","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","138",-33.5808,115.1139,"2014-12-15","06:50:00","Geographe Bay","Geographe Bay","15",NA,"Yes","Yes",NA,"5",NA,"General Use Zone (IUCN VI)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","139",-33.6033,115.2737,"2014-12-17","08:29:00","Geographe Bay","Geographe Bay","13.4","Daphne","Yes","Yes",NA,"5","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","143",-33.5762,115.2367,"2014-12-15","13:24:00","Geographe Bay","Geographe Bay","23.2","Logan","Yes","Yes",NA,"3","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","144",-33.5342,115.4323,"2014-12-16","15:37:00","Geographe Bay","Geographe Bay","12.3",NA,"Yes","Yes",NA,"3",NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","151",-33.4768,115.4329,"2014-12-16","09:12:00","Geographe Bay","Geographe Bay","17.2","Daphne","Yes","Yes",NA,"5","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","154",-33.6034,115.1968,"2014-12-15","10:58:00","Geographe Bay","Geographe Bay","13.6",NA,"Yes","Yes",NA,"5",NA,"General Use Zone (IUCN VI)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","160",-33.6034,115.2478,"2014-12-16","15:24:00","Geographe Bay","Geographe Bay","N/A","Logan","Yes","No",NA,"3","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","167",-33.4627,115.4806,"2014-12-16","09:25:00","Geographe Bay","Geographe Bay","14.4","Logan","Yes","Yes",NA,"5","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","170",-33.5417,115.3698,"2014-12-16","13:39:00","Geographe Bay","Geographe Bay","15.8","Logan","Yes","No",NA,"4","National Park Zone",NA,"No-take"
"2014-12_Geographe.Bay_stereoBRUVs","175",-33.5518,115.1228,"2014-12-15","06:34:00","Geographe Bay","Geographe Bay","28.5","Curtin","Yes","No",NA,"4",NA,"General Use Zone (IUCN VI)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","183",-33.5688,115.2488,"2014-12-15","13:29:00","Geographe Bay","Geographe Bay","22.6","Logan","Yes","Yes",NA,"3","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","192",-33.4273,115.5756,"2014-12-14","11:19:00","Geographe Bay","Geographe Bay","4.9","Curtin","Yes","Yes",NA,"3",NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","196",-33.5098,115.4045,"2014-12-16","12:49:00","Geographe Bay","Geographe Bay","15.9","Logan","Yes","Yes",NA,"3","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","199",-33.5975,115.2109,"2014-12-15","10:53:00","Geographe Bay","Geographe Bay","15.2","Curtin","Yes","No",NA,"5R",NA,"General Use Zone (IUCN VI)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","202",-33.5779,115.4117,"2014-12-17","06:04:00","Geographe Bay","Geographe Bay","9.8",NA,"Yes","Yes",NA,"4",NA,"Sanctuary Zone (IUCN VI)","No-take"
"2014-12_Geographe.Bay_stereoBRUVs","207",-33.5738,115.2317,"2014-12-12","08:06:00","Geographe Bay","Geographe Bay","23.3","Hayley","Yes","Yes",NA,"2","Habitat Protection Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","208",-33.3873,115.5742,"2014-12-14","11:03:00","Geographe Bay","Geographe Bay","7.2","Curtin","Yes","Yes",NA,"3",NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","215",-33.6066,115.2241,"2014-12-15","10:45:00","Geographe Bay","Geographe Bay","14.1","Curtin","Yes","No",NA,"4R",NA,"General Use Zone (IUCN VI)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","218",-33.5955,115.3031,"2014-12-17","09:46:00","Geographe Bay","Geographe Bay","14.7","Curtin","Yes","Yes",NA,"5",NA,"General Use Zone (IUCN VI)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","224",-33.4189,115.5036,"2014-12-16","06:59:00","Geographe Bay","Geographe Bay","16.5","Hayley","Yes","Yes",NA,"2","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","234",-33.6032,115.3602,"2014-12-17","10:03:00","Geographe Bay","Geographe Bay","9.3","Curtin","Yes","Yes",NA,"5",NA,"General Use Zone (IUCN VI)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","236",-33.4949,115.4767,"2014-12-16","10:45:00","Geographe Bay","Geographe Bay","13.1",NA,"Yes","Yes",NA,"5",NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","240",-33.4388,115.4685,"2014-12-16","08:56:00","Geographe Bay","Geographe Bay","18.9","Logan","Yes","No",NA,"5","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","247",-33.5561,115.1345,"2014-12-15","06:30:00","Geographe Bay","Geographe Bay","26.4","Curtin","Yes","Yes",NA,"4",NA,"General Use Zone (IUCN VI)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","250",-33.5628,115.4224,"2014-12-16","15:17:00","Geographe Bay","Geographe Bay","10","Curtin","Yes","No",NA,"5R",NA,"Sanctuary Zone (IUCN VI)","No-take"
"2014-12_Geographe.Bay_stereoBRUVs","256",-33.4083,115.4775,"2014-12-14","13:12:00","Geographe Bay","Geographe Bay","11.1","Logan","Yes","Yes",NA,"5","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","267",-33.5707,115.1362,"2014-12-15","06:22:00","Geographe Bay","Geographe Bay","23.2","Curtin","Yes","Yes",NA,"4",NA,"General Use Zone (IUCN VI)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","270",-33.5205,115.4206,"2014-12-13","06:00:00","Geographe Bay","Geographe Bay","13.7","Logan","Yes","Yes",NA,"4","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","271",-33.5937,115.2133,"2014-12-12","06:06:00","Geographe Bay","Geographe Bay","27.3","Logan","Yes","Yes",NA,"4","Habitat Protection Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","272",-33.3815,115.4879,"2014-12-14","08:37:00","Geographe Bay","Geographe Bay","11.7","Logan (ends 54:39)","Yes","Yes",NA,"5","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","282",-33.5572,115.3322,"2014-12-17","08:02:00","Geographe Bay","Geographe Bay","18.2","Logan","Yes","Yes",NA,"5","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","279",-33.5012,115.4379,"2014-12-16","11:32:00","Geographe Bay","Geographe Bay","14.2","Curtin","Yes","No",NA,"4","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","287",-33.594,115.2189,"2014-12-15","10:50:00","Geographe Bay","Geographe Bay","16.4","Logan","Yes","Yes",NA,"4","Habitat Protection Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","288",-33.471,115.4776,"2014-12-16","09:29:00","Geographe Bay","Geographe Bay","14.3","Logan","Yes","Yes",NA,"5","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","295",-33.5555,115.4661,"2014-12-16","15:50:00","Geographe Bay","Geographe Bay","2.5",NA,"Yes","Yes",NA,"5",NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","298",-33.5825,115.1301,"2014-12-15","06:56:00","Geographe Bay","Geographe Bay","18.1",NA,"Yes","Yes",NA,"4",NA,"General Use Zone (IUCN VI)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","304",-33.5958,115.1454,"2014-12-15","10:17:00","Geographe Bay","Geographe Bay","13.7","Curtin","Yes","Yes",NA,"4",NA,"General Use Zone (IUCN VI)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","314",-33.5869,115.1628,"2014-12-15","09:03:00","Geographe Bay","Geographe Bay","20","Curtin","Yes","Yes",NA,"3",NA,"General Use Zone (IUCN VI)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","327",-33.4892,115.3942,"2014-12-14","14:10:00","Geographe Bay","Geographe Bay","11.8","Logan","Yes","Yes",NA,"3","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","330",-33.5691,115.104,"2014-12-15","06:44:00","Geographe Bay","Geographe Bay","17.7","Curtin","Yes","No",NA,"4",NA,"Sanctuary Zone (IUCN VI)","No-take"
"2014-12_Geographe.Bay_stereoBRUVs","331",-33.6031,115.253,"2014-12-15","13:46:00","Geographe Bay","Geographe Bay","14.3","Logan","Yes","Yes",NA,"3","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","335",-33.5771,115.2267,"2014-12-12","08:09:00","Geographe Bay","Geographe Bay","21.6","Hayley","Yes","Yes",NA,"2","Habitat Protection Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","346",-33.6092,115.2393,"2014-12-15","13:08:00","Geographe Bay","Geographe Bay","14","Curtin","Yes","Yes",NA,"3",NA,"General Use Zone (IUCN VI)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","352",-33.4518,115.488,"2014-12-16","08:45:00","Geographe Bay","Geographe Bay","15.2","Daphne","Yes","Yes",NA,"5","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","362",-33.627,115.2948,"2014-12-17","10:23:00","Geographe Bay","Geographe Bay","9.4","Curtin","Yes","Yes",NA,"5",NA,"General Use Zone (IUCN VI)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","368",-33.5725,115.4513,"2014-12-16","15:59:00","Geographe Bay","Geographe Bay","3.7","Curtin","Yes","Yes",NA,"5",NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","375",-33.5902,115.2206,"2014-12-12","06:14:00","Geographe Bay","Geographe Bay","26.9","Logan","Yes","No",NA,"4","Habitat Protection Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","378",-33.5556,115.3912,"2014-12-12","13:08:00","Geographe Bay","Geographe Bay","13.3","Logan","Yes","Yes",NA,"3 (L) R (4)","National Park Zone",NA,"No-take"
"2014-12_Geographe.Bay_stereoBRUVs","384",-33.4275,115.5142,"2014-12-16","06:54:00","Geographe Bay","Geographe Bay","13.5","Hayley","Yes","Yes",NA,"2","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","391",-33.5017,115.4101,"2014-12-13","08:23:00","Geographe Bay","Geographe Bay","17","Logan","Yes","Yes",NA,"3","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","394",-33.5181,115.382,"2014-12-16","13:18:00","Geographe Bay","Geographe Bay","19","Logan","Yes","Yes",NA,"4","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","395",-33.6073,115.3444,"2014-12-17","10:08:00","Geographe Bay","Geographe Bay","9.2","Curtin","Yes","Yes",NA,"5",NA,"General Use Zone (IUCN VI)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","399",-33.6143,115.313,"2014-12-17","10:17:00","Geographe Bay","Geographe Bay","10.8","Curtin","Yes","Yes",NA,"5",NA,"General Use Zone (IUCN VI)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","400",-33.3576,115.5517,"2014-12-14","08:58:00","Geographe Bay","Geographe Bay","9.8","Logan","Yes","No",NA,"3","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","407",-33.4882,115.4275,"2014-12-13","08:13:00","Geographe Bay","Geographe Bay","16.2","Logan","Yes","Yes",NA,"3","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","416",-33.6148,115.2806,"2014-12-17","10:34:00","Geographe Bay","Geographe Bay","12.3","Curtin","Yes","Yes",NA,"5",NA,"General Use Zone (IUCN VI)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","428",-33.4505,115.5572,"2014-12-16","06:31:00","Geographe Bay","Geographe Bay","7.6",NA,"Yes","Yes",NA,"2",NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","439",-33.6309,115.2731,"2014-12-17","10:29:00","Geographe Bay","Geographe Bay","8.4","Curtin","Yes","Yes",NA,"5",NA,"General Use Zone (IUCN VI)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","442",-33.5066,115.4194,"2014-12-12","13:28:00","Geographe Bay","Geographe Bay","14.3","Curtin","Yes","Yes",NA,"2","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","443",-33.5698,115.2025,"2014-12-12","06:34:00","Geographe Bay","Geographe Bay","27","Logan","Yes","Yes",NA,"4","Habitat Protection Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","448",-33.3965,115.4931,"2014-12-14","13:05:00","Geographe Bay","Geographe Bay","10.6","Daphne","Yes","Yes",NA,"5","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","451",-33.4198,115.5529,"2014-12-14","11:32:00","Geographe Bay","Geographe Bay","7.8",NA,"Yes","Yes",NA,"5",NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","455",-33.5671,115.182,"2014-12-15","08:42:00","Geographe Bay","Geographe Bay","24.9","Logan","Yes","Yes",NA,"4","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","458",-33.5151,115.5044,"2014-12-16","10:58:00","Geographe Bay","Geographe Bay","6.2","Curtin","Yes","No",NA,"BH",NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","463",-33.5151,115.5044,"2014-12-12","08:03:00","Geographe Bay","Geographe Bay","24.3","Curtin","Yes","Yes",NA,"2",NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","474",-33.4681,115.5436,"2014-12-16","06:23:00","Geographe Bay","Geographe Bay","6.8","Curtin","Yes","Yes",NA,"2",NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","480",-33.3476,115.5777,"2014-12-14","09:06:00","Geographe Bay","Geographe Bay","7.4","Curtin","Yes","No",NA,"3L",NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","490",-33.5613,115.3612,"2014-12-17","06:20:00","Geographe Bay","Geographe Bay","13.4","Logan","Yes","Yes",NA,"4","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","492",-33.4638,115.4975,"2014-12-16","08:40:00","Geographe Bay","Geographe Bay","14.7","Curtin","Yes","Yes",NA,"5",NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","496",-33.4851,115.4752,"2014-12-16","10:42:00","Geographe Bay","Geographe Bay","15.3",NA,"Yes","Yes",NA,"BH",NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","499",-33.4517,115.5441,"2014-12-16","06:36:00","Geographe Bay","Geographe Bay","9.9",NA,"Yes","Yes",NA,"2",NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","503",-33.5845,115.3098,"2014-12-17","07:48:00","Geographe Bay","Geographe Bay","16.3","Daphne (finishes at 55:48)","Yes","Yes",NA,"5","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","506",-33.5174,115.4165,"2014-12-16","11:23:00","Geographe Bay","Geographe Bay","14.1","Logan","Yes","Yes",NA,"4","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","512",-33.5094,115.4873,"2014-12-16","11:03:00","Geographe Bay","Geographe Bay","10.6","Curtin","Yes","Yes",NA,"3R 4L",NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","523",-33.5634,115.1589,"2014-12-15","08:35:00","Geographe Bay","Geographe Bay","26","Logan","Yes","Yes",NA,"4","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","527",-33.5894,115.2078,"2014-12-12","06:16:00","Geographe Bay","Geographe Bay","26.8","Logan","Yes","Yes",NA,"4","Habitat Protection Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","528",-33.4811,115.4971,"2014-12-16","08:34:00","Geographe Bay","Geographe Bay","14",NA,"Yes","Yes",NA,NA,NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","538",-33.5839,115.3847,"2014-12-17","05:53:00","Geographe Bay","Geographe Bay","11.6","Curtin","Yes","Yes",NA,"4",NA,"General Use Zone (IUCN VI)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","544",-33.4464,115.4341,"2014-12-14","13:36:00","Geographe Bay","Geographe Bay","12.3","Daphne","Yes","Yes",NA,"5","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","551",-33.5735,115.3901,"2014-12-17","05:58:00","Geographe Bay","Geographe Bay","11.7","Curtin","Yes","No",NA,"4",NA,"Sanctuary Zone (IUCN VI)","No-take"
"2014-12_Geographe.Bay_stereoBRUVs","554",-33.5577,115.3835,"2014-12-17","06:13:00","Geographe Bay","Geographe Bay","12.3","Logan","Yes","Yes",NA,"5","National Park Zone",NA,"No-take"
"2014-12_Geographe.Bay_stereoBRUVs","560",-33.4382,115.5269,"2014-12-16","06:49:00","Geographe Bay","Geographe Bay","14.6",NA,"Yes","Yes",NA,"2",NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","567",-33.5867,115.276,"2014-12-17","08:23:00","Geographe Bay","Geographe Bay","17.4","Curtin","Yes","No",NA,"5","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","572",-33.3913,115.5492,"2014-12-14","10:54:00","Geographe Bay","Geographe Bay","8.1",NA,"Yes","No",NA,"BH",NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","579",-33.5017,115.3741,"2014-12-16","13:10:00","Geographe Bay","Geographe Bay","22","Daphne","Yes","No",NA,"5","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","583",-33.4784,115.3932,"2014-12-14","13:55:00","Geographe Bay","Geographe Bay","12","Logan","Yes","Yes",NA,"3","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","587",-33.5935,115.1874,"2014-12-15","11:03:00","Geographe Bay","Geographe Bay","16.6","Curtin","Yes","Yes",NA,"5",NA,"General Use Zone (IUCN VI)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","586",-33.5309,115.386,"2014-12-16","13:24:00","Geographe Bay","Geographe Bay","15.8","Curtin","Yes","No",NA,"4L","National Park Zone",NA,"No-take"
"2014-12_Geographe.Bay_stereoBRUVs","592",-33.5185,115.446,"2014-12-16","11:15:00","Geographe Bay","Geographe Bay","12.3","Curtin","Yes","Yes",NA,"3R 5L",NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","599",-33.5021,115.4508,"2014-12-13","06:22:00","Geographe Bay","Geographe Bay","13.9","Logan","Yes","Yes",NA,"4","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","602",-33.6202,115.2562,"2014-12-15","12:57:00","Geographe Bay","Geographe Bay","11.2",NA,"Yes","Yes",NA,"BH",NA,"General Use Zone (IUCN VI)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","608",-33.4552,115.4703,"2014-12-16","09:01:00","Geographe Bay","Geographe Bay","16.7","Daphne","Yes","Yes",NA,"5","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","611",-33.5421,115.459,"2014-12-16","15:45:00","Geographe Bay","Geographe Bay","8.2","Curtin","Yes","Yes",NA,"5",NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","615",-33.5981,115.3328,"2014-12-17","09:56:00","Geographe Bay","Geographe Bay","11.8",NA,"Yes","Yes",NA,"4",NA,"General Use Zone (IUCN VI)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","623",-33.6129,115.1556,"2014-12-15","10:24:00","Geographe Bay","Geographe Bay","7.8","Curtin","Yes","Yes",NA,"4",NA,"General Use Zone (IUCN VI)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","618",-33.5679,115.3528,"2014-12-17","05:40:00","Geographe Bay","Geographe Bay","14.5","Curtin","Yes","No",NA,"5","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","624",-33.421,115.4919,"2014-12-16","07:03:00","Geographe Bay","Geographe Bay","17.5","Hayley","Yes","No",NA,"2","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","633",-33.4712,115.4535,"2014-12-16","09:18:00","Geographe Bay","Geographe Bay","16.2","Daphne","Yes","Yes",NA,"5","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","634",-33.5337,115.4141,"2014-12-16","15:30:00","Geographe Bay","Geographe Bay","13","Logan","Yes","Yes",NA,"5","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","640",-33.5162,115.4646,"2014-12-16","11:10:00","Geographe Bay","Geographe Bay","11.5","Curtin","Yes","Yes",NA,"4",NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","647",-33.4926,115.4247,"2014-12-13","08:17:00","Geographe Bay","Geographe Bay","15.3","Logan","Yes","Yes",NA,"3","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","650",-33.5131,115.3716,"2014-12-16","13:14:00","Geographe Bay","Geographe Bay","21.1","Curtin","Yes","No",NA,"4","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","666",-33.5511,115.3572,"2014-12-17","06:25:00","Geographe Bay","Geographe Bay","15.6","Logan","Yes","Yes",NA,"5","National Park Zone",NA,"No-take"
"2014-12_Geographe.Bay_stereoBRUVs","656",-33.3713,115.5504,"2014-12-14","09:28:00","Geographe Bay","Geographe Bay","9","Molly","Yes","No",NA,"3","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","672",-33.4004,115.5357,"2014-12-14","11:45:00","Geographe Bay","Geographe Bay","8.4","Molly","Yes","No",NA,"3","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","682",-33.5696,115.3354,"2014-12-17","07:57:00","Geographe Bay","Geographe Bay","15.2","Logan","Yes","Yes",NA,"5","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","684",-33.5845,115.1735,"2014-12-15","09:00:00","Geographe Bay","Geographe Bay","20.6","Curtin","Yes","No",NA,"BH","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","688",-33.6026,115.3181,"2014-12-17","09:52:00","Geographe Bay","Geographe Bay","12.8","Curtin","Yes","Yes",NA,"4",NA,"General Use Zone (IUCN VI)","Fished"
"2014-12_Geographe.Bay_stereoBRUVs","694",-33.5281,115.3499,"2014-12-16","13:32:00","Geographe Bay","Geographe Bay","21.3","Logan","Yes","Yes",NA,"4","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","698",-33.5246,115.4035,"2014-12-12","13:25:00","Geographe Bay","Geographe Bay","14","Hayley","Yes","Yes",NA,"2L 4R","Multiple Use Zone",NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","704",-33.4848,115.5324,"2014-12-16","06:15:00","Geographe Bay","Geographe Bay","7.45","Curtin","Yes","Yes",NA,"2",NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","711",-33.3695,115.5666,"2014-12-14","09:24:00","Geographe Bay","Geographe Bay","8.4","Curtin","Yes","Yes",NA,"3",NA,NA,"Fished"
"2014-12_Geographe.Bay_stereoBRUVs","714",-33.5793,115.1468,"2014-12-15","08:26:00","Geographe Bay","Geographe Bay","21.1",NA,"Yes","Yes",NA,"BH",NA,"General Use Zone (IUCN VI)","Fished"
